Date,Code,AdjClose,Close,ST,FreeFloatA,Industry,TotalShare
2007-01-04,SZE_000099,3.8032444883,4.05,0.0,24710.4,运输服务,51360.0
2007-01-05,SZE_000099,3.8595888511,4.11,0.0,24710.4,运输服务,51360.0
2007-01-08,SZE_000099,4.0567941208,4.32,0.0,24710.4,运输服务,51360.0
2007-01-09,SZE_000099,4.1319199379,4.4,0.0,24710.4,运输服务,51360.0
2007-01-10,SZE_000099,4.3291252076,4.61,0.0,24710.4,运输服务,51360.0
2007-01-11,SZE_000099,4.282171572,4.56,0.0,24710.4,运输服务,51360.0
2007-01-12,SZE_000099,4.1225292107,4.39,0.0,24710.4,运输服务,51360.0
2007-01-15,SZE_000099,4.3479066619,4.63,0.0,24710.4,运输服务,51360.0
2007-01-16,SZE_000099,4.4418139332,4.73,0.0,24710.4,运输服务,51360.0
2007-01-17,SZE_000099,4.2915622991,4.57,0.0,24710.4,运输服务,51360.0
2007-01-18,SZE_000099,4.4512046603,4.74,0.0,24710.4,运输服务,51360.0
2007-01-19,SZE_000099,4.6014562944,4.9,0.0,24710.4,运输服务,51360.0
2007-01-22,SZE_000099,4.7610986557,5.07,0.0,24710.4,运输服务,51360.0
2007-01-23,SZE_000099,4.6953635658,5.0,0.0,24710.4,运输服务,51360.0
2007-01-24,SZE_000099,4.8456151999,5.16,0.0,24710.4,运输服务,51360.0
2007-01-25,SZE_000099,4.5263304774,4.82,0.0,24710.4,运输服务,51360.0
2007-01-26,SZE_000099,4.5357212045,4.83,0.0,24710.4,运输服务,51360.0
2007-01-29,SZE_000099,4.8831781084,5.2,0.0,24710.4,运输服务,51360.0
2007-01-30,SZE_000099,4.8080522913,5.12,0.0,24710.4,运输服务,51360.0
2007-01-31,SZE_000099,4.8456151999,5.16,0.0,24710.4,运输服务,51360.0
2007-02-01,SZE_000099,4.7704893828,5.08,0.0,24710.4,运输服务,51360.0
2007-02-02,SZE_000099,4.6108470216,4.91,0.0,24710.4,运输服务,51360.0
2007-02-05,SZE_000099,4.6202377487,4.92,0.0,24710.4,运输服务,51360.0
2007-02-06,SZE_000099,4.7610986557,5.07,0.0,24710.4,运输服务,51360.0
2007-02-07,SZE_000099,4.7610986557,5.07,0.0,24710.4,运输服务,51360.0
2007-02-08,SZE_000099,5.2400257394,5.58,0.0,27402.8,运输服务,51360.0
2007-02-09,SZE_000099,5.1179462867,5.45,0.0,27402.8,运输服务,51360.0
2007-02-12,SZE_000099,5.211853558,5.55,0.0,27402.8,运输服务,51360.0
2007-02-13,SZE_000099,5.3902773735,5.74,0.0,27402.8,运输服务,51360.0
2007-02-14,SZE_000099,5.3808866464,5.73,0.0,27402.8,运输服务,51360.0
2007-02-15,SZE_000099,5.5217475533,5.88,0.0,27402.8,运输服务,51360.0
2007-02-16,SZE_000099,5.5311382805,5.89,0.0,27402.8,运输服务,51360.0
2007-02-26,SZE_000099,5.7940786401,6.17,0.0,27402.8,运输服务,51360.0
2007-02-27,SZE_000099,5.211853558,5.55,0.0,27402.8,运输服务,51360.0
2007-02-28,SZE_000099,5.4654031905,5.82,0.0,27402.8,运输服务,51360.0
2007-03-01,SZE_000099,5.1930721037,5.53,0.0,27402.8,运输服务,51360.0
2007-03-02,SZE_000099,5.3339330107,5.68,0.0,27402.8,运输服务,51360.0
2007-03-05,SZE_000099,5.4935753719,5.85,0.0,27402.8,运输服务,51360.0
2007-03-06,SZE_000099,5.6813899146,6.05,0.0,27402.8,运输服务,51360.0
2007-03-07,SZE_000099,5.7752971859,6.15,0.0,27402.8,运输服务,51360.0
2007-03-08,SZE_000099,5.8785951843,6.26,0.0,27402.8,运输服务,51360.0
2007-03-09,SZE_000099,5.8879859115,6.27,0.0,27402.8,运输服务,51360.0
2007-03-12,SZE_000099,5.92554882,6.31,0.0,27402.8,运输服务,51360.0
2007-03-13,SZE_000099,5.9912839099,6.38,0.0,27402.8,运输服务,51360.0
2007-03-14,SZE_000099,6.141535544,6.54,0.0,27402.8,运输服务,51360.0
2007-03-15,SZE_000099,6.5735089921,7.0,0.0,27402.8,运输服务,51360.0
2007-03-16,SZE_000099,6.4796017208,6.9,0.0,27402.8,运输服务,51360.0
2007-03-19,SZE_000099,6.3950851766,6.81,0.0,27402.8,运输服务,51360.0
2007-03-20,SZE_000099,6.7425420804,7.18,0.0,27402.8,运输服务,51360.0
2007-03-21,SZE_000099,7.3153764355,7.79,0.0,27402.8,运输服务,51360.0
2007-03-22,SZE_000099,7.1557340742,7.62,0.0,27402.8,运输服务,51360.0
2007-03-23,SZE_000099,7.2590320727,7.73,0.0,27402.8,运输服务,51360.0
2007-03-26,SZE_000099,7.4186744339,7.9,0.0,27402.8,运输服务,51360.0
2007-03-27,SZE_000099,7.352939344,7.83,0.0,27402.8,运输服务,51360.0
