机构ID,机构名称,公告日期,开始日期,截止日期,报告年度,合并类型,报表来源,一、营业总收入,其中：营业收入（元）,二、营业总成本,其中：营业成本,营业税金及附加,销售费用,管理费用,堪探费用,财务费用,资产减值损失,加：公允价值变动净收益,投资收益,其中：对联营企业和合营企业的投资收益,汇兑收益,影响营业利润的其他科目,三、营业利润,加：补贴收入,营业外收入,减：营业外支出,其中：非流动资产处置损失,加：影响利润总额的其他科目,四、利润总额,减：所得税,加：影响净利润的其他科目,五、净利润,归属于母公司所有者的净利润,少数股东损益,六、每股收益：,（一）基本每股收益,（二）稀释每股收益,七、其他综合收益,八、综合收益总额,其中：归属于母公司,其中：归属于少数股东,利息收入,已赚保费,手续费及佣金收入,利息支出,手续费及佣金支出,退保金,赔付支出净额,提取保险合同准备金净额,保单红利支出,分保费用,其中：非流动资产处置利得
600789,鲁抗医药,2005-04-25,2005-01-01,2005-03-31,2005-03-31,合并本期,定期报告,265784391.72,265784391.72,236632024.5,236632024.5,917056.78,9325827.07,9893507.77,,8409916.29,,,,,,560777.44,1166836.75,,131068.45,46400.0,,,1251505.2,,268480.7,1519985.9,1519985.9,,,,,,,,,,,,,,,,,,,
600789,鲁抗医药,2005-08-20,2005-01-01,2005-06-30,2005-06-30,合并本期,定期报告,529891958.67,529891958.67,467734232.46,467734232.46,2014008.94,19851995.71,25660826.35,,15060754.75,,,,,,1691854.24,1261994.7,,311634.35,54832.95,,,1518796.1,,610753.52,2129549.62,2129549.62,,,,,,,,,,,,,,,,,,,
600789,鲁抗医药,2005-10-28,2005-01-01,2005-09-30,2005-09-30,合并本期,定期报告,824515435.52,824515435.52,733384233.91,733384233.91,3737926.35,26729474.55,37202100.32,,24279174.97,,,12982.8,,,1820162.07,1015670.29,,534488.56,180747.32,,,1369411.53,,1031402.94,2400814.47,2400814.47,,,,,,,,,,,,,,,,,,,
600789,鲁抗医药,2006-04-04,2005-01-01,2005-12-31,2005-12-31,合并本期,定期报告,1155936150.84,1155936150.84,1013403242.24,1013403242.24,7092952.61,37525760.28,81525529.06,,18771798.27,,,231368.19,,,4392915.53,2241152.1,,1098650.72,213997.06,,,3125805.76,50900.84,1901664.88,4976569.8,4976569.8,,,,,,,,,,,,,,,,,,,
600789,鲁抗医药,2006-04-24,2006-01-01,2006-03-31,2006-03-31,合并本期,定期报告,313351355.72,313351355.72,259194540.72,259194540.72,1761747.32,19812730.23,20173752.97,,8583688.05,,,317375.96,,,575089.05,4717361.44,,62404.93,10000.0,,,4769766.37,,43508.65,4813275.02,4813275.02,,,,,,,,,,,,,,,,,,,
600789,鲁抗医药,2006-08-31,2006-01-01,2006-06-30,2006-06-30,合并本期,定期报告,567996055.17,567996055.17,468158181.82,468158181.82,2586393.36,34507572.03,40634988.18,,16965553.69,,,1290634.49,,,72264.86,6506265.44,,382357.74,21048.51,,,6867574.67,,65262.98,6932837.65,6932837.65,,,,,,,,,,,,,,,,,,,
600789,鲁抗医药,2006-10-31,2006-01-01,2006-09-30,2006-09-30,合并本期,定期报告,819843959.78,819843959.78,686300749.33,686300749.33,4339243.38,47190753.22,52065485.29,,25386240.91,,,1402634.49,,,315191.54,6279313.68,,1033963.38,21048.51,,,7292228.55,,65262.98,7357491.53,7357491.53,,,,,,,,,,,,,,,,,,,
600789,鲁抗医药,2007-04-28,2006-01-01,2006-12-31,2006-12-31,合并本期,定期报告,1113639966.83,1113639966.83,973681902.63,973681902.63,8327758.36,65433312.7,113959774.83,,36502499.49,,,-10147446.34,,,-1016247.54,-95428975.06,,1137903.85,1919452.05,,,-96210523.26,308055.17,0.0,-96518578.43,-96537929.69,19351.26,,,,,,,,,,,,,,,,,,
600789,鲁抗医药,2007-04-29,2007-01-01,2007-03-31,2007-03-31,合并本期,定期报告,351055498.9,351055498.9,302471236.57,302471236.57,1694166.74,17959250.47,15820519.39,,9126458.44,,,-459415.64,,,,3524451.65,,642663.94,50.0,,,4167065.59,52511.66,0.0,4114553.93,4091098.72,23455.21,,0.01,0.01,,,,,,,,,,,,,,,
600789,鲁抗医药,2007-08-09,2007-01-01,2007-06-30,2007-06-30,合并本期,定期报告,708750483.8,708750483.8,591070340.8,591070340.8,3405262.83,48122779.43,34089194.83,,18664249.37,4206686.25,,2874603.43,2874603.43,,,12066573.72,,978048.88,1049148.84,,,11995473.76,162952.68,0.0,11832521.08,11794253.49,38267.59,,0.0203,0.0203,,,,,,,,,,,,,,,
