机构ID,机构名称,公告日期,截止日期,报告年度,合并类型,报表来源,货币资金（元）,以公允价值计量且其变动计入当期损益的金融资产,应收票据,应收账款,预付款项,其他应收款,应收关联公司款,应收利息,应收股利,存货,其中：消耗性生物资产,一年内到期的非流动资产,其他流动资产,流动资产合计,可供出售金融资产,持有至到期投资,长期应收款,长期股权投资,投资性房地产,固定资产,在建工程,工程物资,固定资产清理,生产性生物资产,油气资产,无形资产,开发支出,商誉,长期待摊费用,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,短期借款,以公允价值计量且其变动计入当期损益的金融负债,应付票据,应付账款,预收款项,应付职工薪酬,应交税费,应付利息,应付股利,其他应付款,应付关联公司款,一年内到期的非流动负债,其他流动负债,流动负债合计,长期借款,应付债券,长期应付款,专项应付款,预计负债,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,实收资本（或股本）,资本公积,盈余公积,专项储备,减：库存股,一般风险准备,未分配利润,归属于母公司所有者权益,少数股东权益,外币报表折算价差,非正常经营项目收益调整,所有者权益（或股东权益）合计,负债和所有者（或股东权益）合计,其他综合收益,递延收益-非流动负债,结算备付金,拆出资金,发放贷款及垫款-流动资产,衍生金融资产,应收保费,应收分保账款,应收分保合同准备金,买入返售金融资产,划分为持有待售的资产,发放贷款及垫款-非流动资产,向中央银行借款,吸收存款及同业存放,拆入资金,衍生金融负债,卖出回购金融资产款,应付手续费及佣金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,划分为持有待售的负债,预计负债-流动负债,递延收益-流动负债,其中：优先股-非流动负债,永续债-非流动负债,长期应付职工薪酬,其他权益工具,其中：优先股-所有者权益,永续债-所有者权益
600420,现代制药,2005-04-27,2005-03-31,2005-03-31,合并本期,定期报告,232222688.45,470444.98,9714732.17,78505337.28,6478572.39,10077513.36,,,,64844551.44,,,554830.93,402868671.0,,,,953070.44,,97332405.39,2229888.29,,,,,27911832.94,,,120000.0,,0.0,128547197.06,531415868.06,3000000.0,,2590000.0,21437270.0,,2899639.06,12322824.33,,,15707635.8,,,10470294.06,68427663.25,,,,2167500.0,,,0.0,2167500.0,70595163.25,87191940,228506377.95,37728792.98,,,,64110518.84,417537629.77,43283075.04,,0.0,460820704.81,531415868.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600420,现代制药,2005-08-03,2005-06-30,2005-06-30,合并本期,定期报告,215923213.79,0.0,9792469.64,71832550.78,560944.38,10348263.01,,,,76849068.34,,,445823.3,385752333.24,,,,924435.93,,96859857.85,9687472.28,,-30000.0,,,31162520.1,,,108000.0,,0.0,138712286.16,524464619.4,5000000.0,,2143000.0,7189056.96,1577512.15,3848144.88,9981709.54,,,17492106.44,,,22555743.37,69787273.34,,,,2227500.0,,,0.0,2227500.0,72014773.34,130787910,184910407.95,37728792.98,,,,55941103.01,409368213.94,43081632.12,,0.0,452449846.06,524464619.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600420,现代制药,2005-10-26,2005-09-30,2005-09-30,合并本期,定期报告,224504674.38,0.0,9252422.64,87339717.16,1150603.44,6054500.02,,,,85520240.8,,,212053.22,414034211.66,,,,895801.41,,98761648.88,13779823.33,,,,,30281097.26,,,102000.0,,0.0,143820370.88,557854582.54,5000000.0,,2670000.0,13511859.1,18516499.76,4523619.22,7440295.12,,,14696045.0,,,21451846.56,87810164.76,,,,2920500.0,,,0.0,2920500.0,90730664.76,130787910,184910407.95,24309411.44,,,,81545654.62,421553384.01,45570533.77,,0.0,467123917.78,557854582.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600420,现代制药,2006-03-25,2005-12-31,2005-12-31,合并本期,定期报告,185717479.24,0.0,2864462.16,59210233.11,11664729.37,3056964.31,,,,110452737.23,,,95510.42,373062115.84,,,,886434.86,,155495186.18,24521530.62,10215.74,,,,31437006.17,,,96000.0,,0.0,212446373.57,585508489.41,23000000.0,,3008600.0,43008112.92,9275232.88,4679797.52,5519596.04,,,14920492.79,,,717815.22,104129647.37,,,,2543595.72,,,0.0,2543595.72,106673243.09,130787910,184910407.95,52408455.2,,,,63102336.57,431209109.72,47626136.6,,0.0,478835246.32,585508489.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600420,现代制药,2006-04-24,2006-03-31,2006-03-31,合并本期,定期报告,169848114.44,0.0,9667023.38,114722465.9,1903782.73,3022393.5,,,,80920053.34,,,408793.94,380492627.23,,,,862617.32,,157295722.62,23500960.92,8912.0,,,,30698926.67,,,90000.0,,0.0,212457139.53,592949766.76,5000000.0,,1902000.0,34431950.93,16411334.98,4375903.08,9149480.82,,,14250198.63,,,2554640.43,88075508.87,,,,3259610.66,,2567491.03,0.0,5827101.69,93902610.56,130787910,184910407.95,52408455.2,,,,83247744.98,451354518.13,47692638.07,,0.0,499047156.2,592949766.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600420,现代制药,2006-08-20,2006-06-30,2006-06-30,合并本期,定期报告,129151048.95,0.0,8393871.65,107332215.42,6408681.59,4784794.75,,,,91752856.86,,,570667.56,348394136.78,,,,838799.78,,158441109.12,18172942.66,8912.0,-384500.0,,,29960847.17,,,84000.0,,0.0,207122110.73,555516247.51,7000000.0,,3150500.0,6452272.19,16485682.52,4859517.77,7128552.36,,,11847206.66,,,5621691.87,62545423.37,,,,3089186.38,,2567491.03,0.0,5656677.41,68202100.78,261575820,54122497.95,52408455.2,,,,67558905.16,435665678.31,51648468.42,,0.0,487314146.73,555516247.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600420,现代制药,2006-10-25,2006-09-30,2006-09-30,合并本期,定期报告,147256310.2,0.0,8642374.03,90481906.86,36554641.05,5070294.88,,,,90861297.75,,,399922.49,379266747.26,,,,814982.24,,160195969.58,19015899.21,8912.0,-329222.68,,,29242767.67,,,78000.0,,0.0,209027308.02,588294055.28,7000000.0,,3829500.0,33183274.96,9088900.41,6437924.3,8080451.51,,,9445688.59,,,6688837.96,83754577.73,,,,3116086.38,,,0.0,3116086.38,86870664.11,261575820,54122497.95,52408455.2,,,,77595941.77,445702714.92,55720676.25,,0.0,501423391.17,588294055.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600420,现代制药,2007-03-31,2006-12-31,2006-12-31,合并本期,定期报告,143145727.78,,2232548.6,79359055.89,23740353.0,3452185.35,,,,110825704.15,,,216953.7,362972528.47,,,,791164.75,,161351911.81,43430435.29,,,,,29019258.4,,,72000.0,,0.0,234664770.25,597637298.72,8000000.0,,8291500.0,34641867.13,4486471.04,6549139.82,6727870.12,,,12567605.04,,,874767.57,82139220.72,,,,4011565.72,,,,4011565.72,86150786.44,261575820,52046098.03,59324880.8,,,,80526057.57,453472856.4,58013655.88,,0.0,511486512.28,597637298.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600420,现代制药,2007-04-27,2007-03-31,2007-03-31,合并本期,定期报告,112702752.08,,8079164.57,108436495.79,22000397.61,3055536.35,,,,123374652.75,,,,377648999.15,,,,954002.78,,161873423.3,44139546.96,,,,,40022781.38,2074578.46,,66000.0,2635293.58,,251765626.46,629414625.61,7000000.0,,14600000.0,34580653.26,4870835.47,7243713.34,11388596.16,,,9833360.45,,,,89517158.68,,,,4571565.72,,,,4571565.72,94088724.4,261575820,52046098.03,59566170.75,,,,105477097.9,478665186.68,56660714.53,,,535325901.21,629414625.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600420,现代制药,2007-08-22,2007-06-30,2007-06-30,合并本期,定期报告,121595336.76,245790.0,9057068.27,112079981.47,20426253.94,3075330.22,,,,124462049.65,,,,390941810.31,0.0,,,954002.78,,162397114.41,43101810.76,,,,,39340909.93,2475034.14,,60000.0,2638293.74,,250967165.76,641908976.07,6000000.0,0.0,18600000.0,36759680.96,7062010.93,7385754.96,10026410.78,,8881404.0,11912644.18,,,,106627905.81,,,,4571565.72,,,,4571565.72,111199471.53,261575820,52046098.03,59566170.75,,,,97198587.39,470386676.17,60322828.37,,,530709504.54,641908976.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
